Date: 2023-12-13 9:59, Computer Name: BMA0005308, Username: moorjay5 - Ran Componet Tracking script. 
Date: 2025-08-15 18:53, Computer Name: BMA0005305, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-08-17 14:48, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2025-08-17 14:49, Computer Name: BMA0005305, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-08-17 16:24, Computer Name: BMA0005305, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-08-18 6:36, Computer Name: BMA0005305, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-08-18 20:42, Computer Name: BMA0005305, Username: ocondani - Ran IP Finder script. 
Date: 2025-08-19 3:04, Computer Name: BMA0005305, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-08-19 18:32, Computer Name: BMA0005305, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-08-19 22:41, Computer Name: BMA0005305, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-08-20 14:28, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-08-20 18:35, Computer Name: BMA0008531, Username: mephje - Ran IP Finder script. 
Date: 2025-08-20 20:16, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-08-21 2:27, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-08-21 8:20, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-22-08 7:56, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-22-08 10:03, Computer Name: BMA0005305, Username: moorjay5 - Ran MineView Session script. 
Date: 2025-22-08 10:22, Computer Name: BMA0005305, Username: moorjay5 - Ran MineView Session script. 
Date: 2025-22-08 13:16, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-22-08 13:40, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-23-08 7:12, Computer Name: BMA0005305, Username: moorjay5 - Ran Component Tracking script. 
Date: 2025-23-08 7:20, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-23-08 7:50, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-23-08 9:41, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-23-08 14:06, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-23-08 14:32, Computer Name: BMA0005305, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2025-23-08 15:13, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-24-08 9:00, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-24-08 12:29, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-24-08 12:29, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-24-08 16:53, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-24-08 21:16, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-25-08 1:29, Computer Name: BMA0005305, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2025-25-08 6:32, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-25-08 16:28, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-25-08 23:52, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-25-08 23:53, Computer Name: BMA0005305, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2025-25-08 23:54, Computer Name: BMA0005305, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2025-26-08 10:50, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-26-08 11:46, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-26-08 11:46, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-26-08 11:50, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-26-08 21:08, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-27-08 0:19, Computer Name: BMA0005305, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2025-27-08 1:50, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-27-08 1:51, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-27-08 20:10, Computer Name: BMA0005305, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-27-08 20:10, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-27-08 22:57, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-28-08 2:37, Computer Name: BMA0005305, Username: lanebr - Ran MineView Session script. 
Date: 2025-28-08 7:15, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-28-08 13:24, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-28-08 13:24, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-28-08 13:43, Computer Name: BMA0005305, Username: lanebr - Ran MineView Session script. 
Date: 2025-28-08 13:43, Computer Name: BMA0005305, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-29-08 6:40, Computer Name: BMA0005305, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-29-08 6:40, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-29-08 6:41, Computer Name: BMA0005305, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-29-08 19:20, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-30-08 6:36, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-30-08 6:36, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-30-08 7:00, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-30-08 7:42, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-30-08 17:54, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-30-08 17:58, Computer Name: BMA0005305, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-31-08 2:48, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-31-08 10:31, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-31-08 11:08, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-31-08 15:15, Computer Name: BMA0005305, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-31-08 15:38, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-31-08 15:39, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-31-08 19:52, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-01-09 2:12, Computer Name: BMA0005305, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-01-09 2:13, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-01-09 5:42, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-01-09 5:43, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-01-09 10:48, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-01-09 10:50, Computer Name: BMA0005305, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-01-09 12:18, Computer Name: BMA0005305, Username: lanebr - Ran IP Finder script. 
Date: 2025-01-09 12:19, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-01-09 12:21, Computer Name: BMA0005305, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-02-09 0:37, Computer Name: BMA0005305, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-09-02 6:27, Computer Name: BMA0008531, Username: boyddan - Ran PTX Health Check script. 
Date: 2025-09-02 6:28, Computer Name: BMA0008531, Username: boyddan - Ran AVI/MM2 reboot script. 
Date: 2025-09-02 9:30, Computer Name: BMA0005305, Username: greyde - Ran IP Finder script. 
Date: 2025-09-02 12:25, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-09-02 15:27, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-09-02 15:27, Computer Name: BMA0005305, Username: greyde - Ran PTX Uptime script. 
Date: 2025-09-02 18:37, Computer Name: BMA0005305, Username: greyde - Ran AVI/MM2 reboot script. 
Date: 2025-09-02 21:48, Computer Name: BMA0005305, Username: jametim5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-03 9:43, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-03 9:46, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-09-03 9:50, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-03 12:46, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-03 15:18, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-03 16:36, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-04 4:42, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-09-04 7:39, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-04 9:43, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-04 10:23, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-04 12:18, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-04 12:18, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-04 15:11, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-04 19:33, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-05 8:13, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-09-05 8:28, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-05 8:30, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-09-05 8:35, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-05 16:16, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-06-09 0:44, Computer Name: BMA0005305, Username: moorjay5 - Ran Linux Health Check script. 
Date: 2025-06-09 0:44, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Health Check script. 
Date: 2025-06-09 0:57, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-06-09 0:57, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-06-09 1:26, Computer Name: BMA0005305, Username: moorjay5 - Ran PTX Uptime script. 
Date: 2025-06-09 6:56, Computer Name: BMA0005305, Username: moorjay5 - Ran IP Finder script. 
Date: 2025-06-09 6:57, Computer Name: BMA0005305, Username: moorjay5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-06 11:10, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-06 15:00, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-09-06 15:08, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-06 16:05, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-07 9:02, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-07 9:02, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-07 9:51, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-07 10:02, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-09-07 10:02, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-07 15:10, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-07 16:09, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-07 16:10, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-07 23:33, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-08 4:39, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-08 6:19, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-08 6:24, Computer Name: BMA0005305, Username: carsjoe - Ran MineView Session script. 
Date: 2025-09-08 6:28, Computer Name: BMA0005305, Username: carsjoe - Ran MineView Session script. 
Date: 2025-09-08 6:32, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-09-08 6:33, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-08 6:36, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-08 7:57, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-08 8:03, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-08 10:03, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-09-08 13:21, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-08 13:28, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-08 15:12, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-08 18:41, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-09 0:16, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-09 1:01, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-09 03:10, Computer Name: BMA0005305, Username: carsjoe - Ran Live KOA Data script.
Date: 2025-09-09 4:21, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-09 6:49, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-09 9:26, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-09 11:09, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-09-09 12:45, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Uptime script. 
Date: 2025-09-09 12:46, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-09 19:05, Computer Name: BMA0005305, Username: carsjoe - Ran PTX Health Check script. 
Date: 2025-09-09 20:15, Computer Name: BMA0005305, Username: carsjoe - Ran AVI/MM2 reboot script. 
Date: 2025-09-09 20:15, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-09-10 04:26, Computer Name: BMA0005305, Username: carsjoe - Ran Live KOA Data script.
Date: 2025-09-10 7:20, Computer Name: BMA0008531, Username: ashfko - Ran IP Finder script. 
Date: 2025-09-10 7:20, Computer Name: BMA0008531, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-09-10 10:06, Computer Name: BMA0005305, Username: jametim5 - Ran MineView Session script. 
Date: 2025-09-10 15:00, Computer Name: BMA0005305, Username: jametim5 - Ran PTX Health Check script. 
Date: 2025-09-11 7:24, Computer Name: BMA0008531, Username: ashfko - Ran PTX Uptime script. 
Date: 2025-09-11 7:52, Computer Name: BMA0008531, Username: ashfko - Ran AVI/MM2 reboot script. 
Date: 2025-09-11 7:54, Computer Name: BMA0008531, Username: ashfko - Ran IP Finder script. 
Date: 2025-09-11 8:04, Computer Name: BMA0008531, Username: ashfko - Ran AVI/MM2 reboot script. 
Date: 2025-09-11 8:06, Computer Name: BMA0008531, Username: ashfko - Ran AVI/MM2 reboot script. 
Date: 2025-09-11 10:50, Computer Name: BMA0008531, Username: ashfko - Ran AVI/MM2 reboot script. 
Date: 2025-09-11 11:52, Computer Name: BMA0008531, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-09-11 14:52, Computer Name: BMA0008531, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-09-12 6:42, Computer Name: BMA0008531, Username: ashfko - Ran PTX Uptime script. 
Date: 2025-09-12 10:12, Computer Name: BMA0008531, Username: ashfko - Ran PTX Uptime script. 
Date: 2025-09-12 10:16, Computer Name: BMA0008531, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-09-17 7:06, Computer Name: BMA0008531, Username: ashfko - Ran PTX Health Check script. 
Date: 2025-09-19 8:12, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-09-20 21:29, Computer Name: BMA0008531, Username: venejare - Ran IP Finder script. 
Date: 2025-09-21 3:19, Computer Name: BMA0008531, Username: venejare - Ran PTX Health Check script. 
Date: 2025-09-21 3:28, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 3:29, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-21 6:28, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 6:29, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 6:31, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 6:40, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 6:55, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 7:19, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Uptime script. 
Date: 2025-09-21 7:19, Computer Name: BMA0008531, Username: collnatha5 - Ran MineView Session script. 
Date: 2025-09-21 7:19, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-09-21 7:20, Computer Name: BMA0008531, Username: collnatha5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-21 7:20, Computer Name: BMA0008531, Username: collnatha5 - Ran Live KOA Data script. 
Date: 2025-09-21 7:21, Computer Name: BMA0008531, Username: collnatha5 - Ran Speed Limit data check script. 
Date: 2025-09-21 16:21, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 22:28, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-09-21 22:29, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-09-21 22:29, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-09-22 9:35, Computer Name: BMA0008531, Username: collnatha5 - Ran MineView Session script. 
Date: 2025-09-22 10:21, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script.
Date: 2025-09-22 10:21, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script.
Date: 2025-09-22 10:21, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script.
Date: 2025-09-22 10:21, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script.
Date: 2025-09-22 12:07, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Health Check script. 
Date: 2025-09-22 22:43, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-09-22 23:21, Computer Name: BMA0005305, Username: bauemi5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-23 3:19, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-09-23 7:35, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-09-23 7:45, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-09-23 8:22, Computer Name: BMA0005305, Username: bauemi5 - Ran IP Finder script. 
Date: 2025-09-23 15:58, Computer Name: BMA0005305, Username: bauemi5 - Ran PTX Uptime script. 
Date: 2025-09-24 8:47, Computer Name: BMA0005305, Username: greyde - Ran PTX Health Check script. 
Date: 2025-09-24 9:00, Computer Name: BMA0008531, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-09-24 9:04, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-09-24 9:04, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-09-24 9:04, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Uptime script. 
Date: 2025-09-24 12:51, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-09-24 12:53, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-09-25 0:19, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-25 12:41, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-25 12:42, Computer Name: BMA0008531, Username: coiabr5 - Ran AVI/MM2 reboot script. 
Date: 2025-09-25 13:03, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Uptime script. 
Date: 2025-09-25 18:47, Computer Name: BMA0008531, Username: coiabr5 - Ran IP Finder script. 
Date: 2025-09-25 18:47, Computer Name: BMA0008531, Username: coiabr5 - Ran PTX Health Check script. 
Date: 2025-09-25 19:23, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-09-25 19:24, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-09-26 2:10, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-09-26 3:08, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-09-26 19:10, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-09-27 11:26, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-09-27 11:38, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-09-27 11:38, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-09-28 0:28, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-09-28 7:32, Computer Name: BMA0008531, Username: ocondani - Ran PTX Uptime script. 
Date: 2025-09-28 7:43, Computer Name: BMA0008531, Username: ocondani - Ran AVI/MM2 reboot script. 
Date: 2025-09-29 19:00, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-09-30 12:00, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-09-30 12:01, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-09-30 12:01, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-09-30 20:38, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-10-01 4:33, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-10-01 4:33, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-10-01 6:38, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-01 16:05, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-01 16:26, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-01 16:26, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-10-01 16:35, Computer Name: BMA0005305, Username: carsjoe - Ran IP Finder script. 
Date: 2025-10-01 22:55, Computer Name: BMA0005305, Username: venejare - Ran PTX Health Check script. 
Date: 2025-10-02 7:30, Computer Name: BMA0005305, Username: venejare - Ran PTX Uptime script. 
Date: 2025-10-02 14:44, Computer Name: BMA0005305, Username: venejare - Ran IP Finder script. 
Date: 2025-10-03 6:47, Computer Name: BMA0005305, Username: venejare - Ran PTX Health Check script. 
Date: 2025-10-03 17:00, Computer Name: BMA0005305, Username: venejare - Ran IP Finder script. 
Date: 2025-10-03 17:00, Computer Name: BMA0005305, Username: venejare - Ran IP Finder script. 
Date: 2025-10-03 17:01, Computer Name: BMA0005305, Username: venejare - Ran AVI/MM2 reboot script. 
Date: 2025-10-03 23:01, Computer Name: BMA0005305, Username: venejare - Ran PTX Health Check script. 
Date: 2025-10-06 0:51, Computer Name: BMA0005305, Username: venejare - Ran PTX Health Check script. 
Date: 2025-10-06 1:43, Computer Name: BMA0005305, Username: venejare - Ran IP Finder script. 
Date: 2025-10-06 6:47, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-07 7:46, Computer Name: BMA0008531, Username: collnatha5 - Ran PTX Health Check script. 
Date: 2025-10-08 1:53, Computer Name: BMA0008531, Username: collnatha5 - Ran IP Finder script. 
Date: 2025-10-08 21:22, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-08 21:23, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-10-09 18:01, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
Date: 2025-10-09 18:01, Computer Name: BMA0008531, Username: ocondani - Ran PTX Health Check script. 
Date: 2025-10-11 2:25, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-10-11 2:40, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-11 6:28, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-11 6:29, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-10-11 6:30, Computer Name: BMA0008531, Username: lanebr - Ran AVI/MM2 reboot script. 
Date: 2025-10-11 6:35, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-11 6:36, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-10-11 19:58, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-10-12 8:01, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-12 8:01, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-10-13 6:52, Computer Name: BMA0008531, Username: welljaso - Ran PTX Health Check script. 
Date: 2025-10-13 6:52, Computer Name: BMA0008531, Username: welljaso - Ran IP Finder script. 
Date: 2025-10-13 18:32, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-13 18:33, Computer Name: BMA0008531, Username: lanebr - Ran PTX Health Check script. 
Date: 2025-10-14 7:05, Computer Name: BMA0008531, Username: lanebr - Ran PTX Uptime script. 
Date: 2025-10-14 7:07, Computer Name: BMA0008531, Username: lanebr - Ran IP Finder script. 
Date: 2025-10-14 16:06, Computer Name: BMA0005305, Username: jametim5 - Ran IP Finder script. 
Date: 2025-10-14 18:26, Computer Name: BMA0008531, Username: ocondani - Ran IP Finder script. 
